pid,meta_class,meta_town_code,meta_nbhd,meta_certified_est_bldg,meta_certified_est_land,meta_cdu,meta_deed_type,char_hd_sf,char_age,char_apts,char_ext_wall,char_roof_cnst,char_rooms,char_beds,char_bsmt,char_bsmt_fin,char_heat,char_oheat,char_air,char_frpl,char_attic_type,char_fbath,char_hbath,char_tp_plan,char_tp_dsgn,char_cnst_qlty,char_site,char_gar1_size,char_gar1_cnst,char_gar1_att,char_gar1_area,char_ot_impr,char_bldg_sf,char_repair_cnd,char_use,char_type_resd,char_attic_fnsh,char_renovation,char_porch,geo_property_city,geo_property_zip,geo_tract_pop,geo_white_perc,geo_black_perc,geo_asian_perc,geo_his_perc,geo_other_perc,geo_fips,geo_municipality,geo_ohare_noise,geo_floodplain,geo_fs_flood_factor,geo_fs_flood_risk_direction,geo_withinmr100,geo_withinmr101300,geo_school_elem_district,geo_school_hs_district,econ_tax_rate,econ_midincome,ind_large_home,ind_garage,ind_arms_length
1088,203,31,31031,141140,19500,NA,W,4876,95,NA,2,1,5,3,1,3,1,5,2,0,1,1,0,2,2,2,2,1,1,2,2,0,1275,2,1,1,3,NA,NA,MAYWOOD,60153,5264,0.02051671732522796,0.8077507598784195,0.0060790273556231,0.1656534954407295,0,47774,Maywood,0,0,4,1,0,0,SCHOOL DISTRICT 89,PROVISO TOWNSHIP HIGH SCHOOL 209,21.667,61250,FALSE,TRUE,TRUE
1089,203,36,36050,98990,69090,NA,T,8375,72,NA,1,1,5,3,1,3,2,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,1056,2,1,1,3,NA,1,BURBANK,60459,4270,0.6618266978922717,0.01967213114754098,0.01053864168618267,0.2756440281030445,0.06299765807962529,09642,Burbank,0,0,1,0,0,0,SCHOOL DISTRICT  111,COMMUNITY HIGH SCHOOL  220,12.287,63388,FALSE,TRUE,TRUE
1090,203,71,71390,260550,69750,NA,W,5580,53,NA,2,1,6,4,1,3,1,5,1,0,3,2,1,NA,NA,2,2,3,2,1,2,0,1656,2,1,1,NA,NA,NA,CHICAGO,60656,5696,0.8218047752808989,0.00280898876404494,0.02528089887640449,0.10445926966292136,0.08321629213483146,14000,Chicago,1,0,1,0,0,0,ORIOLE PARK,TAFT HS,6.884772382397572,75759,FALSE,TRUE,TRUE
1091,203,20,20030,128120,50430,NA,W,7759,73,NA,3,1,7,3,1,3,1,5,1,0,2,1,1,2,2,2,2,3,1,2,2,0,1406,2,1,5,1,NA,NA,FRANKLIN PARK,60131,6452,0.5230936143831371,0,0.00526968381897086,0.4576875387476751,0.02789832610043397,27702,Franklin Park,0,0,1,0,0,0,SCHOOL DISTRICT  84,COMMUNITY HIGH SCHOOL  212,11.882,72011,FALSE,TRUE,TRUE
1092,203,70,70120,78930,40350,NA,W,4484,106,NA,2,1,6,3,1,3,1,5,2,0,3,1,0,NA,NA,2,2,7,NA,NA,NA,0,1325,2,1,1,NA,NA,1,CHICAGO,60619,2547,7.852375343541421e-4,0.9874361994503336,0,0,0.01884570082449941,14000,Chicago,0,0,1,0,0,0,PIRIE,HARLAN HS,6.88386464826358,30714,FALSE,FALSE,TRUE
1093,234,32,32160,90730,29400,GD,W,8400,46,NA,1,1,5,3,3,1,1,5,1,0,3,1,0,2,NA,2,2,1,1,1,2,0,978,2,1,4,NA,NA,NA,MATTESON,60443,6900,0.06971014492753623,0.8339130434782609,0.02405797101449275,0.04985507246376811,0.04492753623188406,47540,Matteson,0,0,1,0,0,0,SCHOOL DISTRICT 159,RICH TOWNSHIP HIGH SCHOOL  227,18.737,85750,FALSE,TRUE,TRUE
1094,207,39,39071,184630,44950,NA,T,6916,51,NA,3,1,7,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,1,2,1,2,0,1753,2,1,2,NA,NA,NA,OAK LAWN,60453,4974,0.4348612786489746,0.14093285082428628,0.01749095295536791,0.35826296743063935,0.07599517490952955,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  229,12.437,54004,FALSE,TRUE,TRUE
1095,234,13,13250,76070,43170,NA,W,11513,33,NA,1,1,5,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,3,1,2,2,0,1176,2,1,4,NA,NA,NA,COUNTRY CLUB HILLS,60478,5893,0.06567113524520618,0.8796877651450874,0.04768369251654505,0.00695740709316137,0,16691,Country Club Hills,0,0,1,0,0,0,SCHOOL DISTRICT 160,COMMUNITY HIGH SCHOOL  228,25.307,62602,FALSE,TRUE,TRUE
1096,206,75,75021,247560,105170,NA,W,6187,73,NA,2,1,8,4,1,1,1,5,1,1,3,2,2,2,NA,2,2,1,2,2,2,0,2458,2,1,2,NA,NA,NA,CHICAGO,60645,6131,0.574294568585875,0.09297015168814222,0.2174196705268309,0.05676072418854999,0.08155276463872126,14000,Chicago,0,0,6,1,0,0,BOONE,MATHER HS,6.857803738317757,41308,FALSE,TRUE,TRUE
1097,234,38,38010,244890,53660,NA,W,9333,53,NA,3,1,6,3,3,1,1,5,1,1,3,1,1,2,NA,2,2,3,2,1,2,0,1314,2,1,4,NA,NA,NA,MOUNT PROSPECT,60056,1685,0.8249258160237388,0.00118694362017804,0.12225519287833828,0.01483679525222552,0.04747774480712166,51089,Mount Prospect,0,0,1,0,0,0,SCH DIST 21 WHEELING COMM CONSOLIDATED,ARLINGTON HTS TWNSHP H S 214,10.665,90529,FALSE,TRUE,TRUE
1098,278,29,29011,466280,97130,NA,W,48569,34,NA,2,1,9,5,1,3,1,5,1,0,3,4,0,2,NA,2,2,5,2,1,2,0,3767,2,1,2,NA,NA,NA,INVERNESS,60010,6827,0.7694448513256189,0.01039988281822176,0.20301743078951223,0,0.03427567013329427,37608,Inverness,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.512,157125,FALSE,TRUE,TRUE
1099,203,21,21111,147070,31920,NA,W,7980,60,NA,2,1,6,3,1,3,2,5,2,0,3,1,0,2,2,2,2,3,1,2,2,0,1056,2,1,1,NA,NA,NA,BRIDGEVIEW,60455,5256,0.6756088280060882,0.04204718417047184,0.0502283105022831,0.21594368340943684,0.03234398782343987,08225,Bridgeview,0,0,1,0,0,0,SCHOOL DISTRICT  109,COMMUNITY HIGH SCHOOL  217,14.133,52894,FALSE,TRUE,TRUE
1100,203,77,77013,86270,74800,NA,W,8800,93,NA,1,1,5,3,2,3,1,5,2,0,3,2,0,NA,NA,2,2,1,1,2,2,0,1776,2,1,1,NA,NA,NA,CHICAGO,60644,1284,0.0249221183800623,0.9299065420560748,0,0.03738317757009345,0.01557632398753894,14000,Chicago,0,0,1,0,0,0,DE PRIEST,AUSTIN CCA HS,6.89,19023,FALSE,TRUE,TRUE
1101,204,39,39081,213320,55920,AV,O,10168,55,NA,2,1,7,4,2,3,1,5,2,1,3,2,1,NA,NA,2,2,3,2,1,2,0,1923,2,1,1,NA,NA,NA,PALOS HEIGHTS,60463,6296,0.9027954256670904,0.02636594663278272,0.02445997458703939,0.04606099110546378,3.176620076238882e-4,NA,NA,0,0,1,0,0,0,SCHOOL DISTRICT  128,COMMUNITY HIGH SCHOOL  218,9.392,63017,FALSE,TRUE,TRUE
1102,205,22,22023,175500,49500,NA,W,8250,65,NA,3,1,7,4,3,3,1,5,2,1,3,2,1,NA,NA,2,2,7,NA,NA,NA,0,1789,2,1,2,NA,NA,NA,DES PLAINES,60016,3581,0.6769058922088802,0.02094387042725495,0.190170343479475,0.11030438425020944,0.00335101926836079,19642,Des Plaines,0,0,1,0,0,1,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,89139,FALSE,FALSE,TRUE
1103,234,24,24101,244100,63360,NA,O,6336,66,NA,2,1,7,4,3,1,2,5,1,0,2,2,0,2,2,2,2,1,2,1,1,0,1279,2,1,4,3,NA,NA,LINCOLNWOOD,60712,4052,0.6236426456071076,0,0.30009871668311944,0.06688055281342548,0.01431391905231984,43744,Lincolnwood,0,0,5,-1,0,0,SCHOOL DISTRICT 74,COMMUNITY HIGH SCHOOL  219,8.872,105132,FALSE,TRUE,TRUE
1104,205,73,73034,477570,295200,NA,T,6150,108,NA,2,5,8,4,1,3,2,5,2,1,1,2,1,2,2,2,2,1,1,2,2,0,2000,2,1,2,3,NA,NA,CHICAGO,60640,4392,0.7165300546448088,0.03847905282331512,0.0906193078324226,0.13934426229508196,0.03005464480874316,14000,Chicago,0,0,6,1,0,0,PEIRCE,SENN HS,6.89,90288,FALSE,TRUE,TRUE
1105,205,27,27060,273310,66150,NA,W,6300,106,NA,1,1,8,4,1,3,1,5,1,0,3,1,1,2,2,2,2,3,1,2,2,0,1204,2,1,2,NA,NA,NA,OAK PARK,60304,4692,0.5991048593350383,0.17902813299232737,0.05072463768115942,0.1148763853367434,0.11146632566069906,54885,Oak Park,0,0,1,0,0,0,SCHOOL DISTRICT  97,CONSOLIDATED HIGH SCHOOL  200,13.157,91250,FALSE,TRUE,TRUE
1106,203,35,35030,173570,33150,NA,W,7800,56,NA,1,1,5,3,3,1,1,5,2,0,2,1,1,NA,NA,2,2,1,1,1,2,0,1155,2,1,1,3,NA,NA,HANOVER PARK,60133,6551,0.5220577011143337,0.04732101969165013,0.1798198748282705,0.21615020607540833,0.04594718363608609,32746,Hanover Park,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,10.763,79351,FALSE,TRUE,TRUE
1107,204,72,72330,46170,21290,NA,O,3872,100,NA,1,1,7,4,1,3,1,5,1,0,1,2,0,2,2,2,2,3,1,2,2,0,1965,2,1,5,1,NA,1,CHICAGO,60628,4239,0.01344656758669497,0.96414248643548,0.00283085633404104,0.00424628450106157,0.01981599433828733,14000,Chicago,0,0,1,0,0,0,"HUGHES, L",CORLISS HS,6.908,24727,FALSE,TRUE,TRUE
1108,205,24,24060,296710,58050,NA,W,5529,75,NA,3,1,7,4,1,1,1,5,1,0,2,2,1,2,2,2,2,1,1,1,2,0,1332,2,1,2,3,NA,NA,EVANSTON,60203,3937,0.7043434086868173,0.0556261112522225,0.15113030226060453,0.06375412750825502,0.04343408686817374,70122,Skokie,0,0,1,0,0,1,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,7.906,114167,FALSE,TRUE,TRUE
1109,202,12,12061,27500,33000,NA,W,6600,63,NA,1,1,5,3,4,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,960,2,1,1,NA,NA,NA,CHICAGO HEIGHTS,60411,3395,0.42091310751104566,0.27952871870397644,0,0.2721649484536082,0.05478645066273932,14026,Chicago Heights,0,0,1,0,0,0,SCHOOL DISTRICT 161,BLOOM TOWNSHIP HIGH SCHOOL  206,20.272,70337,FALSE,TRUE,TRUE
1110,202,72,72321,69320,20040,NA,W,3645,96,NA,1,1,5,2,1,1,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,986,2,1,1,3,NA,1,CHICAGO,60628,4359,0.00229410415232851,0.9740766230786878,0,2.2941041523285156e-4,0.04679972470750172,14000,Chicago,0,0,1,0,0,1,EVERS,JULIAN HS,6.908,60755,FALSE,TRUE,TRUE
1111,209,23,23110,1511770,511650,AV,W,23257,110,NA,4,4,16,6,1,3,1,5,1,5,1,6,1,2,2,2,2,5,4,2,2,0,6753,1,1,2,1,1,NA,KENILWORTH,60043,2405,0.9064449064449064,0.00706860706860706,0.05322245322245322,0.02328482328482328,0.01995841995841996,39519,Kenilworth,0,0,1,0,0,0,SCH DISTRICT 38,NEW TRIER TOWNSHIP HIGH SCHOOL  203,8.662,214875,TRUE,TRUE,TRUE
1112,203,16,16100,135630,76410,NA,W,11756,66,NA,3,1,5,3,3,3,1,5,1,0,3,1,1,2,NA,2,2,1,2,1,1,0,1184,2,1,1,NA,NA,NA,MOUNT PROSPECT,60056,6380,0.8775862068965518,0.01442006269592476,0.03918495297805643,0.02288401253918495,0.08746081504702194,51089,Mount Prospect,0,0,1,0,0,0,SCHOOL DISTRICT  57,ARLINGTON HTS TWNSHP H S 214,9.405,102379,FALSE,TRUE,TRUE
1113,205,72,72423,176280,41890,NA,W,4410,79,NA,2,1,6,3,1,3,2,5,2,2,3,1,0,NA,NA,2,2,1,1,2,2,0,1360,2,1,2,NA,NA,NA,CHICAGO,60655,2494,0.8155573376102646,0.11387329591018444,0.00761828388131515,0.05212510024057738,0.02165196471531676,14000,Chicago,0,0,4,1,0,0,CLISSOLD,MORGAN PARK HS,6.908,93103,FALSE,TRUE,TRUE
1114,211,12,12091,158720,18760,AV,O,5360,52,2,2,1,10,6,1,3,2,5,2,0,3,2,0,2,2,2,2,2,1,2,2,0,2544,2,2,2,NA,NA,NA,CHICAGO HEIGHTS,60411,3481,0.14133869577707556,0.4179833381212295,0.00258546394714162,0.4199942545245619,0.02901465096236713,14026,Chicago Heights,0,0,1,0,0,1,SCHOOL DISTRICT  170,BLOOM TOWNSHIP HIGH SCHOOL  206,19.75,39318,FALSE,TRUE,TRUE
1115,207,18,18075,165380,50720,NA,W,10679,23,NA,1,1,7,3,2,3,1,5,1,0,3,2,1,2,2,2,2,3,1,1,2,0,1562,2,1,2,NA,NA,NA,STREAMWOOD,60107,6495,0.27990762124711316,0.02124711316397228,0.08637413394919169,0.5839876828329484,0.05696689761354888,73157,Streamwood,0,0,1,0,0,0,SCHOOL DISTRICT 46,SCHOOL DISTRICT 46,10.994,74792,FALSE,TRUE,TRUE
1116,278,35,35040,304960,68540,NA,W,14430,54,NA,3,1,8,5,1,3,2,5,1,1,3,3,0,2,2,2,2,3,3,1,1,0,2893,2,1,2,NA,NA,NA,SCHAUMBURG,60193,2698,0.6378799110452187,0.00370644922164566,0.15789473684210523,0.1586360266864344,0.0748702742772424,68003,Schaumburg,0,0,1,0,0,0,SCHOOL DISTRICT C C 54,PALATINE TOWNSHIP HIGH SCHOOL  211,9.172189655172414,107174,FALSE,TRUE,TRUE
1117,202,26,26010,184930,60370,NA,W,5250,63,NA,2,2,4,3,1,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,981,2,1,1,NA,NA,NA,NORRIDGE,60706,5243,0.8094602326912074,0,0.08640091550638947,0.10223154682433722,0.00381460995613198,53377,Norridge,0,0,1,0,0,0,SCHOOL DISTRICT  80,COMMUNITY HIGH SCHOOL  234,7.539,69321,FALSE,TRUE,TRUE
1118,203,70,70130,105250,32360,NA,W,3596,66,NA,3,1,6,3,1,3,1,5,2,0,2,1,1,2,NA,2,1,3,1,2,2,0,1446,2,1,1,3,NA,NA,CHICAGO,60617,2192,0.00821167883211678,0.9817518248175182,0,0.0031934306569343,0.00958029197080292,14000,Chicago,0,0,1,0,0,0,CALDWELL,BOWEN HS,6.908,61495,FALSE,TRUE,TRUE
1119,202,71,71371,158890,46870,NA,W,3750,66,NA,2,1,5,2,1,3,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,954,2,1,1,NA,NA,1,CHICAGO,60634,4044,0.6666666666666666,0.01854599406528189,0.05143422354104846,0.258160237388724,0.01038575667655786,14000,Chicago,0,0,1,0,0,1,DEVER,STEINMETZ COLLEGE PREP HS,6.884772382397572,63281,FALSE,TRUE,TRUE
1120,278,76,76060,132150,62500,NA,W,3125,3,NA,2,1,6,4,2,3,1,5,1,0,3,3,0,2,2,2,2,3,1,2,2,0,2536,2,1,2,NA,NA,NA,CHICAGO,60632,3784,0.0589323467230444,0.00290697674418604,0.08535940803382663,0.8395877378435518,0.02642706131078224,14000,Chicago,0,0,4,1,0,0,CALMECA,KELLY HS,6.89,43667,FALSE,TRUE,TRUE
1121,204,25,25102,381470,120630,VG,W,10267,48,NA,2,1,8,4,3,3,1,5,1,1,3,2,1,2,NA,2,2,3,2,1,2,0,2259,2,1,1,NA,NA,NA,GLENVIEW,60025,5278,0.6282682834406972,0.00227358848048503,0.3164077302008336,0.04490337248957939,0.0162940507768094,29938,Glenview,0,0,1,0,0,0,SCHOOL DISTRICT C C 34,NORTHFIELD TOWNSHIP HIGH SCHOOL  225,7.144,84022,FALSE,TRUE,TRUE
1122,211,77,77120,369550,85000,NA,W,2500,130,2,1,1,12,6,1,3,4,5,2,0,3,2,0,2,NA,2,2,7,NA,NA,NA,0,2164,2,2,2,NA,NA,1,CHICAGO,60612,1617,0.6876932591218305,0.05194805194805195,0.05442176870748299,0.18181818181818185,0.04823747680890538,14000,Chicago,0,0,1,0,0,0,MITCHELL,WELLS HS,6.89,85917,FALSE,FALSE,TRUE
1123,211,72,72071,86740,30240,NA,O,3780,96,3,2,1,9,6,1,3,2,5,2,0,3,3,0,2,2,2,2,2,1,2,2,0,3048,2,2,2,NA,NA,1,CHICAGO,60629,4887,0.02782893390628197,0.5297728667894414,0.00757110701862083,0.4098629015756088,0.04992838142009413,14000,Chicago,0,0,1,0,0,0,MARQUETTE,GAGE PARK HS,6.934,36783,FALSE,TRUE,TRUE
1124,203,13,13080,102330,21000,NA,W,7000,59,NA,2,1,4,2,1,3,1,5,2,0,3,1,0,2,NA,2,2,3,1,2,2,0,1033,2,1,1,NA,NA,NA,MIDLOTHIAN,60445,6335,0.7818468823993686,0.03630623520126282,0.04972375690607734,0.1292817679558011,0.00568271507498026,48892,Midlothian,0,0,3,1,0,0,SCHOOL DISTRICT  143,COMMUNITY HIGH SCHOOL  228,14.895,61461,FALSE,TRUE,TRUE
1125,210,77,77131,376330,104440,NA,W,3072,142,NA,3,2,7,4,3,1,1,5,1,0,3,3,1,2,2,2,2,3,1,2,2,0,1962,2,1,2,NA,NA,NA,CHICAGO,60612,2577,0.11563833915405512,0.6802483507954986,0.03337213814512999,0.14318975552968569,0.05044625533566162,14000,Chicago,0,0,6,0,0,0,DETT,MARSHALL HS,6.913,22951,FALSE,TRUE,TRUE
1126,203,77,77030,326920,79680,NA,W,3125,130,NA,1,6,7,4,1,3,1,5,2,0,1,1,0,2,NA,2,2,7,NA,NA,NA,0,1584,2,1,5,1,NA,1,CHICAGO,60647,1752,0.3493150684931507,0.07420091324200913,0.0365296803652968,0.5171232876712328,0.03538812785388128,14000,Chicago,0,0,1,0,0,0,MOOS,CLEMENTE HS,6.89,76875,FALSE,FALSE,TRUE
1127,211,76,76060,153040,60000,NA,T,3000,105,4,2,1,17,9,1,3,1,5,2,0,1,4,0,2,2,2,2,4,2,2,2,0,3750,2,2,2,3,NA,NA,CHICAGO,60609,3678,0.20935290918977703,0.00271886895051658,0.09352909189777052,0.675910821098423,0.03697661772702555,14000,Chicago,0,0,7,1,0,0,GREENE,KELLY HS,6.934,40536,FALSE,TRUE,TRUE
1128,234,22,22040,138810,53650,NA,W,8584,62,NA,3,1,5,3,3,1,1,5,2,0,3,1,0,NA,NA,2,2,3,1,2,2,0,1105,2,1,4,NA,NA,NA,DES PLAINES,60018,3717,0.5547484530535378,0.0072639225181598,0.10734463276836158,0.288135593220339,0.08501479687920366,19642,Des Plaines,1,0,1,0,0,0,SCHOOL DISTRICT C C  62,MAINE TOWNSHIP HIGH SCHOOL  207,9.229,82708,FALSE,TRUE,TRUE
1129,207,29,29070,219410,42640,NA,W,8528,56,NA,3,1,7,3,4,3,1,5,1,0,3,2,1,2,NA,2,2,1,1,1,2,0,1951,2,1,2,NA,NA,NA,PALATINE,60074,5118,0.8253223915592028,0.00390777647518561,0.05177803829620946,0.0873388042203986,0.06096131301289566,57225,Palatine,0,0,1,0,0,0,SCHOOL DISTRICT C C  15,PALATINE TOWNSHIP HIGH SCHOOL  211,9.835,109929,FALSE,TRUE,TRUE
1130,202,31,31020,117130,24250,NA,W,4410,66,NA,1,1,6,2,4,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,816,2,1,5,1,NA,NA,BELLWOOD,60104,5922,0.03917595406957109,0.6761229314420804,0.02043228638973319,0.2595406957109085,0.00945626477541371,04975,Bellwood,0,0,6,1,0,0,SCHOOL DISTRICT 87,PROVISO TOWNSHIP HIGH SCHOOL 209,19.016,61484,FALSE,TRUE,TRUE
1131,203,11,11020,136460,36850,NA,W,3780,97,NA,2,2,6,3,1,3,1,5,2,0,1,1,0,2,NA,2,2,3,1,2,2,0,1105,2,1,5,1,NA,1,BERWYN,60402,5758,0.2136158388329281,0.08666203542896839,0.02379298367488711,0.6646405001736714,0.02257728377908996,05573,Berwyn,0,0,1,0,0,0,SCHOOL DISTRICT 98,BERWYN CICERO STICKNEY HIGH SCHOOL 201,14.144,63814,FALSE,TRUE,TRUE
1132,204,25,25090,234480,134320,NA,T,10965,66,NA,3,1,7,3,2,3,1,5,1,1,3,2,0,2,NA,2,2,3,2,1,2,0,1876,2,1,1,NA,NA,NA,NORTHFIELD,60093,5742,0.8650296064089168,0,0.1250435388366423,0.00731452455590386,0.00522466039707419,53663,Northfield,0,0,1,0,1,0,SCHOOL DISTRICT 29,NEW TRIER TOWNSHIP HIGH SCHOOL  203,7.296179104477612,140789,FALSE,TRUE,TRUE
1133,203,21,21165,267260,74480,NA,T,10640,44,NA,3,1,6,3,3,1,1,5,1,0,3,1,1,2,2,2,2,4,3,1,2,0,1211,2,1,1,NA,NA,NA,WILLOW SPRINGS,60480,7653,0.773030184241474,0.00849340128054357,0.05370442963543708,0.13354240167254672,0.05880047040376323,82049,Willow Springs,0,0,1,0,0,0,SCHOOL DISTRICT 107,LYONS TOWNSHIP HIGH SCHOOL  204,8.305,106317,FALSE,TRUE,TRUE
1134,206,39,39110,194550,40420,NA,W,7700,69,NA,1,1,6,4,2,3,1,5,1,0,3,2,1,2,2,2,2,3,1,2,2,0,2417,2,1,2,NA,NA,NA,OAK LAWN,60453,4606,0.7477203647416414,0.01519756838905775,0.0145462440295267,0.21385149804602693,0.01736864958749457,54820,Oak Lawn,0,0,1,0,0,0,SCHOOL DISTRICT  123,COMMUNITY HIGH SCHOOL  218,13.148,77500,FALSE,TRUE,TRUE
1135,203,32,32120,35460,24580,NA,W,7564,65,NA,3,1,6,4,2,3,1,5,2,0,2,2,0,NA,NA,2,2,1,3,1,2,0,1419,2,1,1,3,NA,NA,PARK FOREST,60466,3494,0.20377790497996565,0.6499713795077275,0.00543789353176874,0.08929593589009731,0.1001717229536348,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,96607,FALSE,TRUE,TRUE
1136,234,22,22111,197970,65730,NA,W,7733,61,NA,2,1,6,3,3,1,1,5,1,1,3,2,0,2,2,2,2,1,2,1,2,0,1293,2,1,4,NA,NA,NA,PARK RIDGE,60068,3946,0.8091738469336036,0.00430816016218955,0.0476431829700963,0.0957932083122149,0.05575266092245311,57875,Park Ridge,0,0,1,0,0,0,SCHOOL DISTRICT C C  64,MAINE TOWNSHIP HIGH SCHOOL  207,8.938,92500,FALSE,TRUE,TRUE
1137,202,31,31104,178060,36000,NA,T,6000,63,NA,2,1,4,2,1,3,1,5,2,0,1,1,0,NA,NA,2,2,3,1,2,2,0,984,2,1,1,3,NA,NA,WESTCHESTER,60154,3151,0.5541098064106633,0.170739447794351,0.0266582037448429,0.17454776261504285,0.08886067914947636,80047,Westchester,0,0,1,0,0,0,SCHOOL DISTRICT 92 1/2,PROVISO TOWNSHIP HIGH SCHOOL 209,9.688,63243,FALSE,TRUE,TRUE
1138,206,17,17042,758330,126630,NA,T,7035,122,NA,1,1,9,5,1,1,2,5,1,1,1,3,1,2,2,2,2,3,1,2,2,0,3372,2,1,2,1,NA,NA,EVANSTON,60201,3732,0.8279742765273312,0.02920685959271168,0.08440514469453377,0.03938906752411576,0.03804930332261522,24582,Evanston,0,0,1,0,0,0,SCHOOL DISTRICT C C  65,EVANSTON TOWNSHIP HIGH SCHOOL  202,8.035,134583,FALSE,TRUE,TRUE
1139,210,31,31160,124210,16220,NA,W,2496,66,NA,2,1,5,2,2,3,1,5,1,0,3,1,0,2,2,2,2,2,1,2,2,0,955,2,1,2,NA,NA,NA,BROOKFIELD,60513,5502,0.8009814612868048,0.01035986913849509,0.02998909487459105,0.1395856052344602,0.03816793893129771,08576,Brookfield,0,0,1,0,0,0,SCHOOL DISTRICT 95,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,13.524,84053,FALSE,TRUE,TRUE
1140,203,72,72150,60490,30240,NA,W,3780,96,NA,2,1,7,4,1,1,1,5,1,0,3,3,0,2,2,2,2,1,1,2,2,0,1188,2,1,1,NA,NA,NA,CHICAGO,60629,5157,0.00523560209424083,0.8576691875121194,0.00174520069808027,0.12371533837502424,0.02326934264107039,14000,Chicago,0,0,1,0,0,0,MCKAY,GAGE PARK HS,6.934,31310,FALSE,TRUE,TRUE
1141,211,71,71410,246900,92400,NA,T,5775,91,2,2,1,10,4,1,3,1,5,2,0,3,2,0,2,2,2,2,3,1,2,2,0,2323,2,2,2,NA,NA,NA,CHICAGO,60631,6872,0.8242142025611175,0.02371944121071012,0.01833527357392316,0.11044819557625143,0.04423748544819558,14000,Chicago,0,0,1,0,0,0,ONAHAN,TAFT HS,6.884772382397572,74201,FALSE,TRUE,TRUE
1142,205,38,38081,283060,70300,NA,W,20088,79,NA,1,1,8,4,1,3,1,5,1,1,3,2,1,2,1,2,2,5,1,1,2,0,2147,2,1,2,NA,NA,NA,PROSPECT HEIGHTS,60070,6430,0.8926905132192846,0.0104199066874028,0.05925349922239502,0.02939346811819595,0.01648522550544323,62016,Prospect Heights,0,0,1,0,0,0,SCHOOL DIST 23 PROSPECT HEIGHTS,ARLINGTON HTS TWNSHP H S 214,9.72,58212,FALSE,TRUE,TRUE
1143,208,10,10023,622650,111510,NA,O,55756,36,NA,3,4,10,5,3,3,1,5,1,3,2,1,1,2,2,2,2,8,2,1,1,480,4909,2,1,2,1,NA,1,SOUTH BARRINGTON,60010,8784,0.6693989071038251,0.01434426229508196,0.2575136612021858,0.03483606557377049,0.02959927140255009,70564,South Barrington,0,0,1,0,0,0,COMMUNITY UNIT SCHOOL DISTRICT 220,COMMUNITY UNIT SCHOOL DISTRICT 220,7.257,148670,TRUE,TRUE,TRUE
1144,234,72,72170,46840,23430,NA,W,3125,50,NA,2,1,6,3,3,1,1,5,1,0,3,1,1,2,NA,2,2,7,NA,NA,NA,0,1040,2,1,4,NA,NA,NA,CHICAGO,60621,2433,0,0.9654747225647348,0,0.02342786683107275,0.01109741060419235,14000,Chicago,0,0,6,1,0,0,STAGG,HYDE PARK HS,6.873317191283292,38385,FALSE,FALSE,TRUE
1145,211,70,70020,362590,106400,NA,W,2660,114,3,2,2,13,7,1,2,1,5,2,0,3,3,0,2,2,2,2,7,NA,NA,NA,0,2874,2,2,2,NA,NA,NA,CHICAGO,60615,3051,0.39003605375286793,0.2913798754506719,0.16584726319239593,0.09144542772861355,0.10258931497869551,14000,Chicago,0,0,5,1,0,0,RAY,KENWOOD HS,6.88386464826358,42201,FALSE,FALSE,TRUE
1146,203,72,72282,70700,27220,NA,W,3630,63,NA,2,1,4,2,1,3,1,5,2,0,2,1,0,NA,NA,2,2,7,NA,NA,NA,0,1074,2,1,1,3,NA,NA,CHICAGO,60643,3559,0.00365271143579657,0.9896038212981174,0,0.00393368923855015,0.00280977802753582,14000,Chicago,0,0,1,0,0,0,GARVEY,JULIAN HS,6.908,37207,FALSE,FALSE,TRUE
1147,203,32,32120,38640,23400,NA,W,7200,69,NA,3,1,6,3,2,3,1,5,2,1,3,1,0,2,NA,2,2,3,1,2,2,0,1356,2,1,1,NA,NA,NA,PARK FOREST,60466,4957,0.28706879160782733,0.5844260641517046,0,0.0841234617712326,0.08533387129312084,57732,Park Forest,0,0,1,0,0,0,SCHOOL DISTRICT 163,RICH TOWNSHIP HIGH SCHOOL  227,37.326,55570,FALSE,TRUE,TRUE
